time_s,x,y,vx,vy
0.0,-389468045.5007774,12896481.7500837,-7.035045575758354e-05,-1006.992176217861
60.0,-389468040.783029,12836062.063395914,0.15732903492047692,-1006.9973759853738
120.0,-389468026.62124485,12775642.065452224,0.31473083961762016,-1007.0025514145207
180.0,-389468003.01527995,12715221.757712957,0.4721350599790765,-1007.0077025044296
240.0,-389467969.9649894,12654801.141638493,0.6295416923479663,-1007.0128292542291
300.0,-389467927.4702287,12594380.218689268,0.7869507330671263,-1007.0179316630481
360.0,-389467875.53085333,12533958.990325766,0.9443621784791092,-1007.0230097300159
420.0,-389467814.1467192,12473537.458008522,1.101776024926184,-1007.0280634542626
480.0,-389467743.3176824,12413115.623198127,1.2591922687503367,-1007.0330928349185
540.0,-389467663.04359907,12352693.487355221,1.4166109062932688,-1007.0380978711148
600.0,-389467573.3243258,12292271.051940499,1.5740319338963986,-1007.043078561983
660.0,-389467474.1597193,12231848.318414707,1.7314553479008612,-1007.0480349066548
720.0,-389467365.5496364,12171425.28823864,1.888881144647508,-1007.0529669042629
780.0,-389467247.49393433,12111001.962873153,2.046309320476907,-1007.0578745539403
840.0,-389467119.99247044,12050578.343779145,2.2037398717293435,-1007.0627578548206
900.0,-389466983.0451023,11990154.432417568,2.3611727947448182,-1007.0676168060377
960.0,-389466836.6516877,11929730.230249431,2.51860808586305,-1007.0724514067261
1020.0,-389466680.8120847,11869305.73873579,2.6760457414234735,-1007.077261656021
1080.0,-389466515.5261515,11808880.959337754,2.833485757765241,-1007.0820475530579
1140.0,-389466340.7937466,11748455.893516485,2.9909281312272213,-1007.0868090969728
1200.0,-389466156.6147287,11688030.542733196,3.1483728581480004,-1007.0915462869024
1260.0,-389465962.98895663,11627604.908449152,3.305819934865881,-1007.0962591219836
1320.0,-389465759.91628957,11567178.992125671,3.463269357718884,-1007.1009476013542
1380.0,-389465547.39658684,11506752.79522412,3.6207211230447456,-1007.1056117241521
1440.0,-389465325.429708,11446326.319205921,3.7781752271809212,-1007.1102514895161
1500.0,-389465094.0155129,11385899.565532545,3.935631666464582,-1007.1148668965853
1560.0,-389464853.1538614,11325472.535665514,4.093090437232617,-1007.1194579444993
1620.0,-389464602.84461385,11265045.231066404,4.250551535821633,-1007.1240246323982
1680.0,-389464343.0876306,11204617.653196843,4.408014958567954,-1007.1285669594228
1740.0,-389464073.8827724,11144189.803518508,4.56548070180762,-1007.133084924714
1800.0,-389463795.22990006,11083761.683493128,4.722948761876392,-1007.1375785274137
1860.0,-389463507.1288747,11023333.294582486,4.880419135109745,-1007.142047766664
1920.0,-389463209.57955766,10962904.638248414,5.037891817842873,-1007.1464926416076
1980.0,-389462902.5818105,10902475.715952797,5.195366806410688,-1007.1509131513877
2040.0,-389462586.1354949,10842046.529157568,5.3528440971478215,-1007.1553092951482
2100.0,-389462260.24047285,10781617.079324717,5.5103236863886185,-1007.1596810720331
2160.0,-389461924.8966066,10721187.367916279,5.667805570467145,-1007.1640284811873
2220.0,-389461580.1037586,10660757.396394346,5.825289745717184,-1007.168351521756
2280.0,-389461225.8617914,10600327.166221058,5.982776208472236,-1007.1726501928849
2340.0,-389460862.17056787,10539896.678858606,6.140264955065522,-1007.1769244937203
2400.0,-389460489.02995116,10479465.935769234,6.297755981829978,-1007.1811744234091
2460.0,-389460106.4398045,10419034.938415237,6.455249285098259,-1007.1853999810984
2520.0,-389459714.39999145,10358603.688258959,6.6127448612027395,-1007.1896011659361
2580.0,-389459312.9103758,10298172.186762799,6.770242706475511,-1007.1937779770706
2640.0,-389458901.9708214,10237740.435389202,6.927742817248383,-1007.1979304136506
2700.0,-389458481.5811925,10177308.435600668,7.085245189852885,-1007.2020584748255
