time_s,x,y,vx,vy
7320.0,-389397722.6170546,5523414.164970857,19.219429519621542,-1007.4466533872125
7380.0,-389396564.7212889,5462967.298674991,19.377096988677298,-1007.4488775881185
7440.0,-389395397.36541593,5402520.299660289,19.53476642887006,-1007.4510773480423
7500.0,-389394220.5493174,5342073.169393232,19.692437836509008,-1007.4532526661743
7560.0,-389393034.2728755,5281625.909340354,19.850111207903037,-1007.4554035417056
7620.0,-389391838.5359724,5221178.520968233,20.00778653936077,-1007.4575299738277
7680.0,-389390633.3384907,5160731.0057435,20.165463827190546,-1007.459631961733
7740.0,-389389418.6803131,5100283.365132831,20.323143067700435,-1007.461709504614
7800.0,-389388194.56132257,5039835.600602952,20.48082425719823,-1007.4637626016638
7860.0,-389386960.9814022,4979387.713620637,20.638507391991435,-1007.4657912520762
7920.0,-389385717.94043547,4918939.705652708,20.796192468387293,-1007.4677954550453
7980.0,-389384465.438306,4858491.578166037,20.95387948269276,-1007.4697752097659
8040.0,-389383203.4748975,4798043.332627541,21.11156843121452,-1007.4717305154331
8100.0,-389381932.0500942,4737594.97050419,21.269259310258974,-1007.4736613712429
8160.0,-389380651.1637803,4677146.493262998,21.426952116132256,-1007.4755677763914
8220.0,-389379360.81584024,4616697.902371028,21.584646845140217,-1007.4774497300754
8280.0,-389378061.0061588,4556249.199295394,21.742343493588436,-1007.4793072314922
8340.0,-389376751.734621,4495800.385503255,21.90004205778221,-1007.4811402798397
8400.0,-389375433.00111187,4435351.462461819,22.05774253402656,-1007.4829488743162
8460.0,-389374104.80551684,4374902.431638342,22.215444918626236,-1007.4847330141206
8520.0,-389372767.1477216,4314453.294500129,22.37314920788571,-1007.4864926984524
8580.0,-389371420.02761185,4254004.052514533,22.530855398109175,-1007.4882279265113
8640.0,-389370063.4450738,4193554.707148953,22.68856348560055,-1007.4899386974979
8700.0,-389368697.3999936,4133105.2598708384,22.846273466663476,-1007.4916250106131
8760.0,-389367321.89225775,4072655.712147685,23.00398533760132,-1007.4932868650585
8820.0,-389365936.92175305,4012206.0654470366,23.161699094717175,-1007.494924260036
8880.0,-389364542.48836637,3951756.321236486,23.31941473431385,-1007.496537194748
8940.0,-389363138.59198487,3891306.4809836727,23.477132252693885,-1007.4981256683977
9000.0,-389361725.23249596,3830856.546156284,23.634851646159547,-1007.4996896801887
9060.0,-389360302.4097873,3770406.5182220554,23.79257291101282,-1007.501229229325
9120.0,-389358870.12374663,3709956.3986487705,23.950296043555415,-1007.5027443150111
9180.0,-389357428.37426203,3649506.18890426,24.10802104008877,-1007.5042349364523
9240.0,-389355977.1612218,3589055.8904564017,24.26574789691404,-1007.5057010928542
9300.0,-389354516.4845144,3528605.5047731227,24.423476610332113,-1007.507142783423
9360.0,-389353046.34402853,3468155.033322396,24.5812071766436,-1007.5085600073653
9420.0,-389351566.73965317,3407704.477572244,24.73893959214883,-1007.5099527638884
9480.0,-389350077.67127746,3347253.838990735,24.89667385314787,-1007.5113210521998
9540.0,-389348579.1387908,3286803.1190459854,25.054409955940496,-1007.512664871508
9600.0,-389347071.14208275,3226352.3192061596,25.212147896826217,-1007.5139842210218
9660.0,-389345553.68104315,3165901.4409394683,25.369887672104266,-1007.5152790999504
9720.0,-389344026.75556207,3105450.485714171,25.5276292780736,-1007.5165495075036
9780.0,-389342490.3655298,3044999.4549985738,25.685372711032905,-1007.5177954428917
9840.0,-389340944.5108367,2984548.35026103,25.843117967280584,-1007.5190169053257
9900.0,-389339389.19137365,2924097.17296994,26.000865043114775,-1007.5202138940168
9960.0,-389337824.4070315,2863645.924593753,26.158613934833333,-1007.5213864081771
10020.0,-389336250.15770143,2803194.6066009644,26.31636463873384,-1007.522534447019
10080.0,-389334666.4432748,2742743.2204601164,26.474117151113607,-1007.5236580097553
10140.0,-389333073.26364326,2682291.767639799,26.63187146826966,-1007.5247570955996
10200.0,-389331470.6186986,2621840.24960865,26.789627586498767,-1007.5258317037659
10260.0,-389329858.50833285,2561388.667835353,26.947385502097408,-1007.5268818334687
10320.0,-389328236.9324383,2500937.0237886393,27.10514521136179,-1007.5279074839231
10380.0,-389326605.89090747,2440485.3189372877,27.262906710587853,-1007.5289086543445
10440.0,-389324965.383633,2380033.5547501235,27.420669996071258,-1007.5298853439491
10500.0,-389323315.4105079,2319581.732696019,27.57843506410739,-1007.5308375519536
10560.0,-389321655.9714253,2259129.8542438946,27.73620191099136,-1007.531765277575
